Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Collexpo,https://www.crunchbase.com/organization/collexpo,"Commerce and Shopping, Community and Lifestyle, Sports","Richmond, Virginia, United States",Collexpo is a social network that operates as a specialized online marketplace for collectibles.,"78,223",02/01/2008,Closed,,"Leisure, Sports, Collectibles",,1-10,02/01/2008,"$225,000","$225,000",,Seed,http://www.collexpo.com,1
Entasso,https://www.crunchbase.com/organization/entasso,Software,"Durham, North Carolina, United States",Entasso is a talent market platform that matches recent college graduates with entry-level positions.,"78,262",01/01/2011,Closed,,Enterprise Software,,1-10,03/19/2012,"$50,000","$50,000",2,Seed,http://entasso.com,1
PlayCrafter,https://www.crunchbase.com/organization/playcrafter,Gaming,"California City, California, United States",PlayCrafter offers a flash-based website that enables its users to create and share games.,"78,322",01/01/2008,Closed,5,"Casual Games, Gaming, Gamification",2,,10/21/2008,,,1,Seed,http://PlayCrafter.com,1
listedplaces,https://www.crunchbase.com/organization/listedplaces,"Travel and Tourism, Internet Services","Brooklyn, New York, United States",Listedplaces assists vacationers in finding travel locations and vacation rentals.,"78,443",03/13/2011,Closed,,"Tourism, Travel, Search Engine",2,1-10,01/01/2011,"$20,000","$20,000",,Seed,http://www.listedplaces.com,1
Smart Lanes,https://www.crunchbase.com/organization/smart-lanes,Information Technology,"Louisville, Kentucky, United States",SmartLanes Technology can provide a detailed demographic assessment of customers.,"78,503",01/01/2013,Closed,,Information Services,2,1-10,03/01/2015,"$15,000","$15,000",1,Seed,http://smartlanestechnologies.com/,1
My Best Interest,https://www.crunchbase.com/organization/my-best-interest,Software,"Goleta, California, United States","My Best Interest offers Rate Surfer, a desktop application for consumers and small businesses to manage credit card accounts.","78,716",11/05/2006,Closed,,Software,,1-10,05/10/2008,"$375,000","$375,000",,Seed,http://www.ratesurfer.com,1
Second Half Playbook,https://www.crunchbase.com/organization/second-half-playbook,Internet Services,"Sarasota, Florida, United States","Second Half Playbook, a web portal, provided male boomers and retirees the information needed to make the most of out of life.","78,928",03/01/2010,Closed,,Internet,,1-10,03/01/2010,"$500,000","$500,000",,Seed,http://www.secondhalfplaybook.com,1
Ad Knights,https://www.crunchbase.com/organization/ad-knights,"Media and Entertainment, Sales and Marketing, Video, Advertising","Houston, Texas, United States","Ad Knights provides mobile advertising to individuals, non-profits, small businesses and corporations.","78,941",03/01/2010,Closed,,"Social Media Advertising, Advertising, Video, Ad Network",2,1-10,03/01/2010,"$50,000","$50,000",,Seed,http://www.adknights.com,1
ENT Surgical,https://www.crunchbase.com/organization/ent-surgical,Health Care,"Stow, Ohio, United States","ENT Surgical has developed Myringo, a device that enables the performance of myringotomy and tube insertion in a non-OR setting.","78,947",01/01/2009,Closed,,Health Care,,1-10,01/01/2009,"$400,000","$400,000",,Seed,http://www.ent-surgical.com,1
WakeMate,https://www.crunchbase.com/organization/wakemate,"Platforms, Hardware, Software, Mobile","San Francisco, California, United States",WakeMate is an electronic device that records users' sleep data and sounds within the 20-minute window prior to the set alarm time.,"78,950",12/01/2009,Closed,33,"Hardware, Mobile, iOS, Software",3,1-10,04/08/2010,,,6,Seed,http://www.wakemate.com,3
Picomize,https://www.crunchbase.com/organization/picomize,"Media and Entertainment, Sales and Marketing, Content and Publishing, Advertising","Oceanside, New York, United States","The simple, inspiring, and fun alternative to stock photography.","79,041",10/01/2011,Closed,,"Crowdsourcing, Photography, Advertising",3,1-10,08/01/2011,"$12,000","$12,000",,Seed,http://www.picomize.com,1
Biographicon,https://www.crunchbase.com/organization/biographicon,"Information Technology, Internet Services","United States, North America",Biographicon is a wiki-based website containing biographies of famous and non-famous people.,"79,128",02/01/2008,Closed,3,"Internet, Information Services",2,,06/01/2007,,,1,Seed,http://www.biographicon.com,1
iSquare,https://www.crunchbase.com/organization/isquare,Software,"Mclean, Virginia, United States","iSquare develops web-based software products such as BudgetPulse.com, an interactive budgeting utility.","79,460",09/02/2007,Closed,,Software,,1-10,12/12/2007,"$200,000","$200,000",,Seed,http://www.isquareinc.com,1
U4EA Networks,https://www.crunchbase.com/organization/u4ea-networks,"Commerce and Shopping, Software, Internet Services","Pittsburgh, Pennsylvania, United States",U4EA Networks develops social networking and e-commerce RIA and network software for SMB and enterprise customers.,"79,817",02/20/2008,Closed,,"Developer Tools, Social Network, E-Commerce",,1-10,05/24/2011,"$30,000","$30,000",,Seed,http://u4ea.net,1
SEC Watch,https://www.crunchbase.com/organization/sec-watch,Financial Services,"New York, New York, United States","SEC Watch is a site that helps users navigate the SEC website and filings, making these filings a more useful research document.","79,972",01/01/2009,Closed,5,"FinTech, Finance",2,11-50,04/01/2009,,,1,Seed,http://www.secwatch.com,1
SoStupid.com,https://www.crunchbase.com/organization/sostupid-com,"Information Technology, Internet Services, Messaging and Telecommunications","New York, New York, United States",Sostupid.com is an online social network enabling users to rant about things that they think are foolish.,"80,641",12/20/2010,Closed,,Messaging,,11-50,12/01/2010,"$50,000","$50,000",,Seed,http://www.SoStupid.com,1
Frequent Browser,https://www.crunchbase.com/organization/frequent-browser,"Sales and Marketing, Advertising","Chicago, Illinois, United States",Frequent Browser is a provider of innovative online loyalty solutions.,"80,707",07/01/2010,Closed,,"Advertising, Loyalty Programs",,1-10,01/01/2010,"$200,000","$200,000",,Seed,http://www.frequentbrowser.com,1
Skill-Life,https://www.crunchbase.com/organization/skill-life,"Gaming, Health Care, Education","Pittsburgh, Pennsylvania, United States","Skill-Life develops online educational games based on life lessons related to financial literacy, nutrition, and citizenship.","80,845",01/01/2007,Closed,,"Nutrition, Gaming, Education",1,,01/01/2010,,"$25,000",1,Seed,http://skill-life.com,2
Metricly,https://www.crunchbase.com/organization/metricly,"Data and Analytics, Software","San Francisco, California, United States","Metricly aggregates data from financial systems, web analytics, and other sources to provide tools that create custom graphs and dashboards.","80,867",06/05/2009,Closed,9,"Software, Web Development, Enterprise Software, Business Intelligence, Analytics",3,11-50,01/01/2010,,,1,Seed,,1
ECO Films,https://www.crunchbase.com/organization/eco-films,"Media and Entertainment, Internet Services, Video","Los Angeles, California, United States","ECO Films is a film production company producing films that raise public awareness of global environmental, political, and human issues.","81,009",01/01/2007,Closed,,"Film Production, Social Media",1,1-10,10/18/2011,"$60,000","$60,000",,Seed,http://www.eco-films.com,1
Say-Hey,https://www.crunchbase.com/organization/say-hey,"Information Technology, Internet Services, Messaging and Telecommunications","Roseville, California, United States",Say-Hey provides VRS and IP relay communication services for the deaf and hard of hearing.,"81,131",06/16/2009,Closed,,Messaging,1,1-10,06/01/2009,"$95,000","$95,000",,Seed,http://www.say-hey.com,1
MathZee,https://www.crunchbase.com/organization/mathzee,Education,"San Diego, California, United States","MathZee is an online platform that teaches math via games with audio, visual, and interactive features.","81,303",01/01/2010,Closed,,Education,,1-10,06/01/2010,"$15,000","$15,000",1,Seed,http://mathzee.com,1
GoYoDeo,https://www.crunchbase.com/organization/goyodeo,"Media and Entertainment, Information Technology, Software, Video, Content and Publishing","Nashville, Tennessee, United States",GoYoDeo,"81,820",08/07/2007,Closed,,"Photography, Publishing, Document Management, File Sharing, Video",,1-10,03/01/2008,"$150,000","$150,000",,Seed,http://www.GoYoDeo.com,1
Mango Reservations,https://www.crunchbase.com/organization/mango-reservations,Software,"Nashville, Tennessee, United States",Mango Reservations is a vacation rental software system that creates websites for customers to manage and promote their vacation rentals.,"81,830",01/01/2010,Closed,,"SaaS, Software",1,1-10,03/01/2010,"$20,000","$20,000",1,Seed,http://www.mangoreservations.com,1
PetSitnStay,https://www.crunchbase.com/organization/petsitnstay,"Community and Lifestyle, Health Care","Scottsdale, Arizona, United States","PetSitnStay connects local pet sitters with pet owners, providing owners with a personalized solution to current boarding options.","81,932",10/30/2013,Closed,,"Local, Medical, Pet",,1-10,09/05/2013,"$3,000","$3,000",,Seed,http://www.petsitnstay.com,1
RippleFunction,https://www.crunchbase.com/organization/ripplefunction,"Sales and Marketing, Advertising","Waltham, Massachusetts, United States",RippleFunction enabled conference and event organisers to sell tickets through Twitter and Facebook promotions.,"81,960",03/01/2010,Closed,,Advertising,3,1-10,05/01/2010,"$20,000","$20,000",1,Seed,http://ripplefunction.com,1
Crono,https://www.crunchbase.com/organization/crono,Software,"Pittsburgh, Pennsylvania, United States",Crono is a software development company focused on time management software.,"82,364",01/01/2008,Closed,,Software,1,1-10,07/01/2008,"$25,000","$25,000",1,Seed,http://mycrono.com,1
CrowdSling,https://www.crunchbase.com/organization/crowdsling,"Media and Entertainment, Software, Internet Services, Content and Publishing","Greendale, Wisconsin, United States",CrowdSling is a tool for collaboratively organizing and weighing arguments around complex issues.,"82,503",03/16/2011,Closed,,"Web Browsers, News, Blogging Platforms",,1-10,07/15/2011,"$40,000","$40,000",1,Seed,http://www.crowdsling.com,1
ReClaims,https://www.crunchbase.com/organization/reclaims,"Information Technology, Software, Professional Services, Internet Services","Columbus, Ohio, United States",ReClaims is an IT startup developing Web 2.0 technologies for traditional claims processing operations.,"82,742",01/01/2009,Closed,,"Legal, Information Technology, Web Browsers",,51-100,01/07/2010,"$50,000","$50,000",,Seed,http://www.reclaimsinc.com,1
Tidalwave Trader,https://www.crunchbase.com/organization/tidalwave-trader,"Education, Financial Services, Lending and Investments","Mountain View, California, United States",Tidalwave Trader offers an education platform for learning the fundamentals of stock trading via personalized textbook and video lessons.,"83,253",01/01/2008,Closed,,"Education, Stock Exchanges, Finance",2,1-10,01/01/2008,"$200,000","$200,000",,Seed,http://www.tidalwavetrader.com,1
Medico.com,https://www.crunchbase.com/organization/medico-com,"Information Technology, Health Care","New York, New York, United States",Medico is a health-focused internet company providing an online health portal and a Q&A community.,"83,283",10/01/2010,Closed,2,"Information Technology, Health Care",1,51-100,06/08/2011,,,10,Seed,http://www.medico.com,1
El Teatro,https://www.crunchbase.com/organization/el-teatro,"Media and Entertainment, Sales and Marketing, Internet Services","Los Angeles, California, United States",El Teatro is a technology-driven entertainment company specializing in digital cinema and new media distribution and marketing.,"84,181",12/01/2010,Closed,,"Digital Entertainment, Marketing, Social Media",,1-10,06/15/2011,"$40,000","$40,000",1,Seed,http://www.elteatro.com,1
Stayhound,https://www.crunchbase.com/organization/stayhound,"Agriculture and Farming, Commerce and Shopping, Community and Lifestyle","Portland, Oregon, United States",Stayhound connects people who love their pets with others who can pet sit for them.,"84,277",09/01/2011,Closed,2,"Pet, Animal Feed, Marketplace",,501-1000,01/20/2012,,,1,Seed,http://www.stayhound.com,1
